movieId,actor
1334,Theodore Simonson
1334,Charlie Overdorff
1334,David Metcalf
1334,Eugene Sabel
1334,George Gerbereck
1335,David Huffman
1335,Marianna Hill
1335,Burt Young
1335,John Saxon
1335,Otis Young
1335,Lena Pousette
1335,Darrell Fetty
1335,Stefan Gierasch
1335,Ian Abercrombie
1335,Mary Jo Catlett
1335,Harriet Medin
1335,Laura Burkett
1335,Lynne Marta
1335,Eleanor Zee
1335,Pamela McMyler
1335,Mickey Fox
1335,Marleta Giles
1335,Jacqueline Randall
1335,Don Barlow
1335,Julie Dolan
1335,David Wysong
1335,Bobby Bass
1335,Christopher Franklin
1335,Sandra Friebel
1335,Read Morgan
1335,Marcus Chong
1335,Lavelle Roby
1336,Jeff Fahey
1336,Lindsay Duncan
1336,Kim Delaney
1336,Zakes Mokae
1336,Brad Dourif
1336,John Walsh
1336,Paul Ben-Victor
1336,Peter Murnik
1336,Lindsay Merrithew
1336,Nathaniel Moreau
1336,Sarah Campbell
1336,Andy Humphrey
1336,James Kidnie
1337,Boris Karloff
1337,Bela Lugosi
1337,Henry Daniell
1337,Edith Atwater
1337,Russell Wade
1337,Rita Corday
1337,Sharyn Moffett
1337,Mary Gordon
1337,Robert Clarke
1337,Ted Billings
1339,Gary Oldman
1339,Winona Ryder
1339,Anthony Hopkins
1339,Keanu Reeves
1339,Richard E. Grant
1339,Sadie Frost
1339,Cary Elwes
1339,Billy Campbell
1339,Tom Waits
1339,Jay Robinson
1339,Monica Bellucci
1339,Michaela Bercu
1339,Florina Kendrick
1339,I.M. Hobson
1339,Laurie Franks
1339,Maud Winchester
1339,Octavian Cadia
1339,Robert Getz
1339,Dagmar Stanec
1339,Eniko Öss
1339,Nancy Linehan Charles
1339,Tatiana von Furstenberg
1339,Jules Sylvester
1339,Hubert Wells
1339,Honey Lauren
1339,Judi Diamond
1339,Robert Buckingham
1339,Cully Fredricksen
1339,Daniel Newman
1340,Boris Karloff
1340,Colin Clive
1340,Ernest Thesiger
1340,Elsa Lanchester
1340,Valerie Hobson
1340,Gavin Gordon
1340,Douglas Walton
1340,Una O'Connor
1340,E.E. Clive
1340,Lucien Prival
1340,O.P. Heggie
1340,Dwight Frye
1340,Reginald Barlow
1340,Mary Gordon
1340,Anne Darling
1340,Ted Billings
1340,Norman Ainsley
1340,Peter Shaw
1340,Kansas DeForrest
1340,Josephine McKim
1340,Michael Mark
1340,Billy Barty
1340,John Carradine
1340,Bess Flowers
1340,Robert Adair
1340,Norman Ainsley
1340,Frank Benson
1340,Maurice Black
1340,Walter Brennan
1340,Mae Bruce
1340,A.S. Byron
1340,D'Arcy Corrigan
1340,Grace Cunard
1340,Jack Curtis
1340,J. Gunnis Davis
1340,Kansas DeForrest
1340,Elspeth Dudgeon
1340,Helen Jerome Eddy
1340,Neil Fitzgerald
1340,Brenda Fowler
1340,John George
1340,Helen Gibson
1340,Marilyn Harris
1340,Rollo Lloyd
1340,Torben Meyer
1340,Edwin Mordant
1340,Edward Peil Sr.
1340,Tempe Pigott
1340,Sarah Schwartz
1340,Mary Stewart
1340,Frank Terry
1340,Anders Van Haden
1340,Dorothy Vernon
1340,Lucio Villiegas
1340,Joan Woodbury
1341,Karen Black
1341,Oliver Reed
1341,Burgess Meredith
1341,Bette Davis
1341,Eileen Heckart
1341,Lee Montgomery
1341,Dub Taylor
1341,Joseph Riley
1341,Todd Turquand
1341,Orin Cannon
1341,Jim Myers
1341,Anthony James
1342,Virginia Madsen
1342,Tony Todd
1342,Xander Berkeley
1342,Kasi Lemmons
1342,Vanessa Williams
1342,DeJuan Guy
1342,Marianna Elliott
1342,Ted Raimi
1342,Ria Pavia
1342,Eric Edwards
1342,Carolyn Lowery
1342,Michael Culkin
1342,Bernard Rose
1342,Rusty Schwimmer
1342,Mika Quintard
1343,Robert De Niro
1343,Nick Nolte
1343,Jessica Lange
1343,Juliette Lewis
1343,Joe Don Baker
1343,Robert Mitchum
1343,Gregory Peck
1343,Illeana Douglas
1343,Fred Dalton Thompson
1343,Zully Montero
1343,Martin Balsam
1343,Craig Henne
1343,Edgar Allan Poe IV
1343,Antoni Corone
1343,Roger Pretto
1343,Parris Buckner
1343,Will Knickerbocker
1343,C.C. Costigan
1343,Domenica Cameron-Scorsese
1343,Billy D. Lucas
1343,Ken Collins
1343,Linda Perri
1343,Catherine Scorsese
1343,Charles Scorsese
1343,Ken Waters
1343,Esther Rolle
1343,Tamara Jones
1344,Gregory Peck
1344,Robert Mitchum
1344,Polly Bergen
1344,Lori Martin
1344,Martin Balsam
1344,Telly Savalas
1344,Barrie Chase
1344,Paul Comi
1344,John McKee
1344,Page Slattery
1344,Ward Ramsey
1344,Edward Platt
1344,Will Wright
1344,Joan Staley
1344,Cindy Carol
1344,Jack Kruschen
1344,Mack Williams
1344,Alan Reynolds
1344,Herb Armstrong
1344,Alan Wells
1344,Allan Ray
1344,Paul Levitt
1344,Kenner G. Kemp
1344,Bob Noble
1344,Jeffrey Sayre
1344,Hal Taggart
1345,Sissy Spacek
1345,Piper Laurie
1345,Amy Irving
1345,William Katt
1345,Betty Buckley
1345,Nancy Allen
1345,John Travolta
1345,P.J. Soles
1345,Priscilla Pointer
1345,Sydney Lassick
1345,Stefan Gierasch
1345,Michael Talbott
1345,Doug Cox
1345,Harry Gold
1345,Nichelle North
1345,Cindy Daly
1345,Deirdre Berthrong
1345,Anson Downes
1345,Rory Stevens
1345,Edie McClurg
1345,Cameron De Palma
1345,Mike Towers
1345,Glen Vance
1346,Nastassja Kinski
1346,Malcolm McDowell
1346,John Heard
1346,Ruby Dee
1346,Ed Begley Jr.
1346,Scott Paulin
1346,Frankie Faison
1346,Annette O'Toole
1346,Lynn Lowry
1346,John Larroquette
1347,John Saxon
1347,Ronee Blakley
1347,Heather Langenkamp
1347,Amanda Wyss
1347,Jsu Garcia
1347,Johnny Depp
1347,Robert Englund
1347,Leslie Hoffman
1347,Joe Unger
1347,Charles Fleischer
1347,Joseph Whipp
1347,Lin Shaye
1347,Mimi Craven
1347,David Andrews
1347,Jack Shea
1347,Ed Call
1347,Sandy Lipton
1347,Jeff Levine
1347,Donna Woodrum
1347,Paul Grenier
1347,Ash Adams
1347,Don Hannah
1347,Shashawnee Hall
1347,Brian Reise
1347,Carol Pritikin
1347,Kathi Gibbs
1347,John R. Peterson
1347,Chris Tashima
1347,Antonia Yannouli
1348,Max Schreck
1348,Gustav von Wangenheim
1348,Greta Schröder
1348,Alexander Granach
1348,Georg H. Schnell
1348,Ruth Landshoff
1348,Gustav Botz
1348,John Gottowt
1348,Max Nemetz
1348,Wolfgang Heinz
1348,Albert Venohr
1348,Eric van Viele
1348,Karl Etlinger
1348,Hardy von Francois
1348,Guido Herzfeld
1348,Fanny Schreck
1348,Heinrich Witte
1349,Klaus Kinski
1349,Christopher Plummer
1349,Donald Pleasence
1349,Barbara De Rossi
1349,Anne Knecht
1349,Elvire Audray
1349,Clara Colosimo
1349,Maria Cumani Quasimodo
1349,Mickey Knox
1349,Yorgo Voyagis
1350,Gregory Peck
1350,Lee Remick
1350,David Warner
1350,Billie Whitelaw
1350,Harvey Stephens
1350,Patrick Troughton
1350,Martin Benson
1350,Robert Rietty
1350,Tommy Duggan
1350,John Stride
1350,Holly Palance
1350,Anthony Nicholls
1350,Roy Boyd
1350,Sheila Raynor
1350,Robert MacLeod
1350,Bruce Boa
1350,Don Fellows
1350,Patrick McAlinney
1350,Dawn Perllman
1350,Nancy Mannigham
1350,Miki Iveria
1350,Betty McDowall
1350,Nicholas Campbell
1350,Burnell Tucker
1350,Ronald Leigh-Hunt
1350,Guglielmo Spoletini
1350,Freda Dowie
1350,Ya'ackov Banai
1350,Harvey Bernhard
1350,Michael Byrne
1350,Leo McKern
1350,Bill Reimbold
1351,Jack Nicholson
1351,Stephen Dorff
1351,Jennifer Lopez
1351,Judy Davis
1351,Michael Caine
1351,Harold Perrineau
1351,Robyn Peterson
1351,Mike Starr
1352,Matt Dillon
1352,Faye Dunaway
1352,Gary Sinise
1352,William Fichtner
1352,Viggo Mortensen
1352,John Spencer
1352,Skeet Ulrich
1352,Frankie Faison
1352,Melinda McGraw
1352,M. Emmet Walsh
1352,Joe Mantegna
1353,Barbra Streisand
1353,Jeff Bridges
1353,Lauren Bacall
1353,George Segal
1353,Mimi Rogers
1353,Pierce Brosnan
1353,Brenda Vaccaro
1353,Elle Mcpherson
1354,Emily Watson
1354,Stellan Skarsgård
1354,Katrin Cartlidge
1354,Jean-Marc Barr
1354,Adrian Rawlins
1354,Jonathan Hackett
1354,Sandra Voe
1354,Udo Kier
1354,Mikkel Gaup
1354,Roef Ragas
1354,Robert Robertson
1354,Phil McCall
1354,Desmond Reilly
1354,Sarah Gudgeon
1354,Finlay Welsh
1354,David Gallacher
1354,Ray Jeffries
1354,Owen Kavanagh
1354,Bob Docherty
1354,David Bateson
1355,Ewan McGregor
1355,Patricia Arquette
1355,Nick Nolte
1355,Josh Brolin
1355,Lauren Graham
1355,Brad Dourif
1355,Alix Koromzay
1355,Lonny Chapman
1355,Robert LaSardo
1355,John C. Reilly
1356,Patrick Stewart
1356,Jonathan Frakes
1356,Brent Spiner
1356,LeVar Burton
1356,Michael Dorn
1356,Gates McFadden
1356,Marina Sirtis
1356,James Cromwell
1356,Alfre Woodard
1356,Alice Krige
1356,Neal McDonough
1356,Dwight Schultz
1356,Cameron Oppenheimer
1356,Robert Picardo
1357,Geoffrey Rush
1357,Noah Taylor
1357,Armin Mueller-Stahl
1357,Justin Braine
1357,Sonia Todd
1357,Chris Haywood
1357,Alex Rafalowicz
1357,Lynn Redgrave
1357,Googie Withers
1357,John Gielgud
1358,Billy Bob Thornton
1358,Dwight Yoakam
1358,J.T. Walsh
1358,John Ritter
1358,Lucas Black
1358,Robert Duvall
1358,Natalie Canerday
1358,James Hampton
1358,Christine Renee Ward
1358,Jim Jarmusch
1358,Vic Chesnutt
1358,Rick Dial
1358,Brent Briscoe
1358,Tim Holder
1358,Bruce Hampton
1358,Mickey Jones
1358,Ian Moore
1359,Arnold Schwarzenegger
1359,Phil Hartman
1359,Sinbad
1359,Rita Wilson
1359,Jake Lloyd
1359,Martin Mull
1359,Laraine Newman
1359,Jim Belushi
1359,E.J. De la Pena
1359,Robert Conrad
1359,Justin Chapman
1359,Harvey Korman
1359,Richard Moll
1359,Daniel Riordan
1359,Chris Parnell
1359,Patrick Richwood
1359,Kate McGregor-Stewart
1359,Danny Woodburn
1359,Paul Wight
1359,Curtis Armstrong
1361,Joe Berlinger
1361,Bruce Sinofsky
1361,Jessie Miskelly
1361,Jason Baldwin
1361,Damien Wayne Echols
1363,Denzel Washington
1363,Whitney Houston
1363,Courtney B. Vance
1363,Gregory Hines
1363,Jenifer Lewis
1363,Loretta Devine
1363,Shari Headley
1363,Lionel Richie
1365,Charles Berling
1365,Jean Rochefort
1365,Fanny Ardant
1365,Judith Godrèche
1365,Bernard Giraudeau
1365,Bernard Dhéran
1365,José Fumanal
1366,Daniel Day-Lewis
1366,Winona Ryder
1366,Paul Scofield
1366,Joan Allen
1366,Bruce Davison
1366,Rob Campbell
1366,Charlayne Woodard
1366,Frances Conroy
1366,Elizabeth Lawrence
1366,Mary Pat Gleason
1366,Karron Graves
1366,Peter Maloney
1366,Ruth Maleczech
1366,Jeffrey Jones
1366,Peter Vaughan
1367,Glenn Close
1367,Jeff Daniels
1367,Joely Richardson
1367,Joan Plowright
1367,Hugh Laurie
1369,Béatrice Dalle
1369,Richard Courcet
1369,Alex Descas
1369,Yekaterina Golubeva
1369,Solveig Dommartin
1369,Manuela Gourary
1369,Vincent Dupont
1369,Laurent Grévill
1369,Irina Grjebina
1369,Tolsty
1369,Line Renaud
1370,Bruce Willis
1370,Bonnie Bedelia
1370,William Atherton
1370,Reginald VelJohnson
1370,Franco Nero
1370,William Sadler
1370,John Amos
1370,Dennis Franz
1370,Art Evans
1370,Fred Dalton Thompson
1370,Tom Bower
1370,Sheila McCarthy
1370,Don Harvey
1370,Tony Ganios
1370,Peter Nelson
1370,Robert Patrick
1370,Mick Cunningham
1370,John Leguizamo
1370,Tom Verica
1370,John Costelloe
1370,Vondie Curtis-Hall
1370,Mark Boone Junior
1370,Ken Baldwin
1370,Danny Weselis
1370,Gregg Kovan
1370,Don Charles McGovern
1370,Danial Donai
1370,Jeff Langton
1370,Bob 'Rocky' Cheli
1370,Dale Jacoby
1370,Vincent Mazella Jr.
1370,Patrick O'Neal
1370,Ben Lemon
1370,Jason Ross-Azikiwe
1370,Anthony Droz
1370,Michael Francis Clarke
1370,Steve Pershing
1370,Tom Everett
1370,Sherry Bilsing
1370,Karla Tamburrelli
1370,Jeanne Bates
1370,Colm Meaney
1370,Charles Lanyer
1370,Rob Steinberg
1371,William Shatner
1371,Leonard Nimoy
1371,DeForest Kelley
1371,James Doohan
1371,George Takei
1371,Walter Koenig
1371,Nichelle Nichols
1371,Majel Barrett
1371,Persis Khambatta
1371,Stephen Collins
1371,Grace Lee Whitney
1371,Mark Lenard
1371,Billy Van Zandt
1371,Roger Aaron Brown
1371,Gary Faga
1371,Franklyn Seales
1372,William Shatner
1372,Leonard Nimoy
1372,DeForest Kelley
1372,James Doohan
1372,George Takei
1372,Walter Koenig
1372,Nichelle Nichols
1372,Christopher Plummer
1372,Kim Cattrall
1372,David Warner
1372,Rosanna DeSoto
1372,Brock Peters
1372,Kurtwood Smith
1372,Iman
1372,Mark Lenard
1372,Grace Lee Whitney
1372,Leon Russom
1372,John Schuck
1372,Paul Rossilli
1372,Robert Easton
1372,Michael Dorn
1372,Christian Slater
1372,Jeremy Roberts
1372,Darryl Henriques
1373,William Shatner
1373,Leonard Nimoy
1373,DeForest Kelley
1373,James Doohan
1373,George Takei
1373,Walter Koenig
1373,Nichelle Nichols
1373,David Warner
1373,Laurence Luckinbill
1373,Charles Cooper
1373,Cynthia Gouw
1373,Todd Bryant
1373,George Murdock
1373,Jonathan Simpson
1374,William Shatner
1374,Leonard Nimoy
1374,DeForest Kelley
1374,James Doohan
1374,George Takei
1374,Walter Koenig
1374,Nichelle Nichols
1374,Ricardo Montalban
1374,Bibi Besch
1374,Merritt Butrick
1374,Kirstie Alley
1374,Paul Winfield
1374,Ike Eisenmann
1374,John Vargas
1374,John Winston
1374,Paul Kent
1375,William Shatner
1375,Leonard Nimoy
1375,DeForest Kelley
1375,James Doohan
1375,George Takei
1375,Walter Koenig
1375,Nichelle Nichols
1375,Merritt Butrick
1375,Christopher Lloyd
1375,Robin Curtis
1375,Mark Lenard
1375,Carl Steven
1375,Vadia Potenza
1375,Stephen Manley
1375,Joe W. Davis
1375,Judith Anderson
1375,Miguel Ferrer
1375,James Sikking
1376,William Shatner
1376,Leonard Nimoy
1376,DeForest Kelley
1376,James Doohan
1376,George Takei
1376,Walter Koenig
1376,Nichelle Nichols
1376,Jane Wyatt
1376,Catherine Hicks
1376,Mark Lenard
1376,Robin Curtis
1376,Robert Ellenstein
1376,John Schuck
1376,Brock Peters
1376,Michael Snyder
1377,Michael Keaton
1377,Danny DeVito
1377,Michelle Pfeiffer
1377,Christopher Walken
1377,Michael Gough
1377,Pat Hingle
1377,Vincent Schiavelli
1377,Michael Murphy
1377,Cristi Conaway
1377,Paul Reubens
1377,Diane Salinger
1378,Emilio Estevez
1378,Kiefer Sutherland
1378,Lou Diamond Phillips
1378,Charlie Sheen
1378,Dermot Mulroney
1378,Casey Siemaszko
1378,Terence Stamp
1378,Jack Palance
1378,Terry O'Quinn
1378,Sharon Thomas Cain
1378,Geoffrey Blake
1378,Alice Carter
1378,Brian Keith
1378,Patrick Wayne
1378,Thomas Callaway
1378,Lisa Banes
1378,Victor Izay
1378,Danny Kamin
1378,Tom Cruise
1379,Emilio Estevez
1379,Kiefer Sutherland
1379,Lou Diamond Phillips
1379,Christian Slater
1379,William Petersen
1379,Alan Ruck
1379,R. D. Call
1379,Balthazar Getty
1379,Jack Kehoe
1379,Robert Knepper
1379,Tom Kurlander
1379,Viggo Mortensen
1379,Leon Rippy
1379,Tracey Walter
1379,Bradley Whitford
1379,Scott Wilson
1379,James Coburn
1379,Jenny Wright
1380,John Travolta
1380,Olivia Newton-John
1380,Stockard Channing
1380,Jeff Conaway
1380,Didi Conn
1380,Barry Pearl
1380,Michael Tucci
1380,Kelly Ward
1380,Jamie Donnelly
1380,Dinah Manoff
1380,Eve Arden
1380,Edd Byrnes
1380,Sid Caesar
1380,Dody Goodman
1380,Susan Buckner
1380,Ellen Travolta
1380,Annette Charles
1380,Dennis Stewart
1380,Joan Blondell
1380,Eddie Deezen
1380,Fannie Flagg
1380,Lorenzo Lamas
1380,Frankie Avalon
1381,Maxwell Caulfield
1381,Michelle Pfeiffer
1381,Lorna Luft
1381,Maureen Teefy
1381,Pamela Adlon
1381,Alison Price
1381,Matt Lattanzi
1381,Adrian Zmed
1381,Peter Frechette
1381,Christopher McDonald
1381,Leif Green
1381,Didi Conn
1381,Eve Arden
1381,Sid Caesar
1381,Dody Goodman
1381,Tab Hunter
1381,Connie Stevens
1381,Eddie Deezen
1381,Lucinda Dickey
1382,Steven Seagal
1382,Basil Wallace
1382,Keith David
1382,Tom Wright
1382,Joanna Pacula
1382,Elizabeth Gracen
1382,Bette Ford
1382,Danielle Harris
1382,Al Israel
1382,Arlen Dean Snyder
1382,Victor Romero Evans
1382,Tony DiBenedetto
1382,Kevin Dunn
1382,Danny Trejo
1382,Elena Sahagun
1382,Rita Verreos
1382,Peter Jason
1382,Tom Dugan
1382,Earl Boen
1382,Leslie Danon
1382,Terri Ivens
1382,Teri Weigel
1382,Nicholas Celozzi
1384,Tony Goldwyn
1384,Timothy Hutton
1384,Ron Rifkin
1384,Sarah Jessica Parker
1384,Lee Grant
1384,Elizabeth Franz
1384,Benjamin Ungar
1384,Roger Rees
1384,Viola Davis
1384,Adolph Green
1384,Debra Monk
1384,Tom McDermott
1384,George Morfogen
1384,Andrew Pang
1384,Edmund Ikeda
1384,Gil Bellows
1384,Eric Bogosian
1384,Ronny Graham
1384,John Sullivan
1384,Sophia Salguero
1384,John Patrick Walker
1384,David S. Howard
1384,Gregory Burke
1384,William Cain
1384,Alec Mapa
1384,Edgar Martinez
1384,John Christopher Jones
1384,Dick Latessa
1384,Patrick Page
1384,Kate Forbes
1384,Gloria Irizarry
1384,Barbara Eda-Young
1384,Matt McGrath
1384,José Ramón Rosario
1384,William Meisle
1384,Gina Torres
1384,Marc Schneier
1384,Lynn Clayton
1384,David Boston
1384,Mary Fortune
1385,Steven Seagal
1385,Tommy Lee Jones
1385,Gary Busey
1385,Эрика Элениак
1385,Патрик О’Нил
1385,Дэмиан Чапа
1385,Michael Des Barres
1385,Andy Romano
1385,Colm Meaney
1385,Nick Mancuso
1385,Troy Evans
1385,David McKnight
1385,Lee Hinton
1385,Glenn Morshower
1385,Leo Alexander
1385,John Rottger
1385,Raymond Cruz
1387,Roy Scheider
1387,Robert Shaw
1387,Richard Dreyfuss
1387,Lorraine Gary
1387,Murray Hamilton
1387,Carl Gottlieb
1387,Jeffrey Kramer
1387,Susan Backlinie
1387,Jonathan Filley
1387,Chris Rebello
1387,Jay Mello
1387,Lee Fierro
1387,Jeffrey Voorhees
1387,Craig Kingsbury
1387,Robert Nevin
1387,Ted Grossman
1387,Peter Benchley
1387,Dorothy Fielding
1387,Steven Spielberg
1387,Denise Cheshire
1387,Fritzi Jane Courtney
1387,David Engelbach
1387,Belle McDonald
1387,Joseph Oliveira
1387,Beverly Powers
1387,Ayn Ruymen
1387,Christopher Sands
1387,Rex Trailer
1387,Philip Ettington
1388,Roy Scheider
1388,Lorraine Gary
1388,Murray Hamilton
1388,Joseph Mascolo
1388,Jeffrey Kramer
1388,Collin Wilcox Paxton
1388,Ann Dusenberry
1388,Mark Gruner
1388,Barry Coe
1388,Susan French
1388,Gary Springer
1388,Donna Wilkes
1388,Gary Dubin
1388,John Dukakis
1388,G. Thomas Dunlop
1388,Keith Gordon
1388,David Elliott
1388,Marc Gilpin
1388,Billy Van Zandt
1388,Martha Swatek
1389,Dennis Quaid
1389,Bess Armstrong
1389,Simon MacCorkindale
1389,"Louis Gossett, Jr."
1389,John Putch
1389,Lea Thompson
1389,P.H. Moriarty
1389,Dan Blasko
1389,Liz Morris
1389,Lisa Maurer
1389,Harry Grant
1389,Andy Hansen
1389,P.T. Horn
1389,John Edson
1389,Kaye Stevens
1389,Rich Valliere
1389,Alonzo Ward
1389,Cathy Cervenka
1389,Jane Horner
1389,Kathy Jenkins
1389,Steve Mellor
1389,Ray Meunnich
1389,Les Alford
1389,Gary Anstaett
1389,Scott Christoffel
1389,Debbie Connoyer
1389,Mary Davis Duncan
1389,John Floren
1389,John Gaffey
1389,Joe Gilbert
1389,Will Knickerbocker
1389,Jackie Kuntarich
1389,Edward Laurie
1389,Holly Lisker
1389,M.J. Lloyd
1389,Carl Mazzocone
1389,Ken Olson
1389,Ronnie Parks
1389,Al Pipkin
1389,Barbara Quinn
1389,Irene Schubert
1389,August Schwartz
1389,Sandy Scott
1389,Tony Shepherd
1389,Dolores Starling
1389,Tamie Steinke
1389,Daniel Stewart
1390,Jack Lemmon
1390,James Garner
1390,Dan Aykroyd
1390,John Heard
1390,Wilford Brimley
1390,Lauren Bacall
1390,Sela Ward
1390,Bradley Whitford
1390,Everett McGill
1390,James Rebhorn
1390,Esther Rolle
1390,Jack Kehler
1390,Connie Ray
1390,Tom Everett
1390,Wayne Duvall
1390,Michael Peña
1390,John O'Leary
1391,Jack Nicholson
1391,Glenn Close
1391,Annette Bening
1391,Pierce Brosnan
1391,Danny DeVito
1391,Martin Short
1391,Sarah Jessica Parker
1391,Michael J. Fox
1391,Rod Steiger
1391,Tom Jones
1391,Natalie Portman
1391,Lukas Haas
1391,Sylvia Sidney
1391,Lisa Marie
1391,Jim Brown
1391,Pam Grier
1391,Jack Black
1391,Joe Don Baker
1391,O-Lan Jones
1391,Christina Applegate
1391,Joseph Moynihan
1391,Tommy Bush
1392,Laura Dern
1392,Swoosie Kurtz
1392,Kurtwood Smith
1392,Mary Kay Place
1392,Kelly Preston
1392,M.C. Gainey
1392,Kenneth Mars
1392,David Graf
1392,Tippi Hedren
1392,Burt Reynolds
1392,Diane Ladd
1392,Alicia Witt
1393,Tom Cruise
1393,Cuba Gooding Jr.
1393,Renée Zellweger
1393,Kelly Preston
1393,Alison Armitage
1393,Jonathan Lipnicki
1393,Jerry O'Connell
1393,Jay Mohr
1393,Bonnie Hunt
1393,Regina King
1393,Todd Louiso
1393,Mark Pellington
1393,Jeremy Suarez
1393,Jared Jussim
1393,Benjamin Kimball Smith
1393,Ingrid Beer
1393,Donal Logue
1393,Drake Bell
1393,Eric Stoltz
1393,Beau Bridges
1393,Ivana Miličević
1393,Lamont Johnson
1393,Rick Johnson
1394,Nicolas Cage
1394,Holly Hunter
1394,Trey Wilson
1394,John Goodman
1394,William Forsythe
1394,Sam McMurray
1394,Frances McDormand
1394,Randall 'Tex' Cobb
1394,T.J. Kuhn
1394,Lynne Kitei
1394,M. Emmet Walsh
1395,Richard Dreyfuss
1395,Danny DeVito
1395,Barbara Hershey
1395,John Mahoney
1396,Robert Redford
1396,Sidney Poitier
1396,Dan Aykroyd
1396,David Strathairn
1396,River Phoenix
1396,Timothy Busfield
1396,Mary McDonnell
1396,Ben Kingsley
1396,James Earl Jones
1396,Donal Logue
1396,Denise Dowse
1396,Eddie Jones
1396,Time Winters
1396,Bodhi Elfman
1396,Stephen Tobolowsky
1396,George Hearn
1396,Lee Garlington
1396,George Cheung
1396,Michael Kinney
1396,Gary Hershberger
1397,Jennifer Jason Leigh
1397,Lyle Lovett
1397,Christina Ricci
1397,Jena Malone
1397,Ron Eldard
1398,Sandra Bullock
1398,Chris O'Donnell
1398,Mackenzie Astin
1398,Margot Steinberg
1398,Alan Bennett
1398,Ingrid Lacey
1398,George Rossi
1399,Diane Keaton
1399,Meryl Streep
1399,Leonardo DiCaprio
1399,Robert De Niro
1399,Hume Cronyn
1399,Gwen Verdon
1399,Hal Scardino
1399,Dan Hedaya
1399,Margo Martindale
1399,Cynthia Nixon
1399,Kelly Ripa
1399,John Callahan
1399,Joe Lisi
1399,Bitty Schram
1399,Lizbeth MacKay
1399,Olga Merediz
1399,Steve DuMouchel
1399,Helen Stenborg
1401,Alec Baldwin
1401,James Woods
1401,Virginia Madsen
1401,Whoopi Goldberg
1401,Craig T. Nelson
1401,William H. Macy
1401,Susanna Thompson
1401,Lucas Black
1401,Joseph Tello
1401,Alexa PenaVega
1404,Andy García
1404,Ian Holm
1404,James Gandolfini
1404,Lena Olin
1404,Shiek Mahmud-Bey
1404,Colm Feore
1404,Ron Leibman
1404,Richard Dreyfuss
1404,Dominic Chianese
1404,Paul Guilfoyle
1404,Bonnie Rose
1404,Norman Matlock
1404,Sidney Armus
1404,Bobby Cannavale
1405,Mike Judge
1405,Bruce Willis
1405,Demi Moore
1405,Robert Stack
1405,Richard Linklater
1405,Richard Linklater
1405,Cloris Leachman
1405,Greg Kinnear
1405,David Letterman
1405,Tony Darling
1405,David Letterman
1405,Kristofor Brown
1405,Eric Bogosian
1405,Jacqueline Barba
1405,Pamela Blair
1406,Sandrine Bonnaire
1406,Isabelle Huppert
1406,Jean-Pierre Cassel
1406,Jacqueline Bisset
1406,Virginie Ledoyen
1406,Valentin Merlet
1406,Julien Rochefort
1406,Dominique Frot
1406,Jean-François Perrier
1407,David Arquette
1407,Neve Campbell
1407,Courteney Cox
1407,Matthew Lillard
1407,Rose McGowan
1407,Skeet Ulrich
1407,Drew Barrymore
1407,Jamie Kennedy
1407,W. Earl Brown
1407,Joseph Whipp
1407,Liev Schreiber
1407,Roger L. Jackson
1407,Kevin Patrick Walls
1407,David Booth
1407,Lawrence Hecht
1407,Frances Lee McCain
1407,Henry Winkler
1407,Linda Blair
1407,Wes Craven
1408,Daniel Day-Lewis
1408,Madeleine Stowe
1408,Russell Means
1408,Eric Schweig
1408,Jodhi May
1408,Steven Waddington
1408,Wes Studi
1408,Maurice Roeves
1408,Patrice Chéreau
1408,Edward Blatchford
1408,Terry Kinney
1408,Tracey Ellis
1408,Justin M. Rice
1408,Dennis Banks
1408,Pete Postlethwaite
1409,John Travolta
1409,Andie MacDowell
1409,William Hurt
1409,Bob Hoskins
1409,Jean Stapleton
1409,Robert Pastorelli
1409,Teri Garr
1409,Joey Lauren Adams
1409,John Hussey
1410,Shirley MacLaine
1410,Jack Nicholson
1410,Bill Paxton
1410,Juliette Lewis
1410,Miranda Richardson
1410,Ben Johnson
1410,Scott Wolf
1410,George Newbern
1410,Donald Moffat
1410,Jennifer Grant
1410,Mackenzie Astin
1411,Kenneth Branagh
1411,Derek Jacobi
1411,Julie Christie
1411,Richard Briers
1411,Kate Winslet
1411,Nicholas Farrell
1411,Michael Maloney
1411,Rufus Sewell
1411,Robin Williams
1411,Gérard Depardieu
1411,Timothy Spall
1411,Reece Dinsdale
1411,Jack Lemmon
1411,Ian McElhinney
1411,Ray Fearon
1411,Brian Blessed
1411,Billy Crystal
1411,Simon Russell Beale
1411,Don Warrington
1411,Ravil Isyanov
1411,Charlton Heston
1411,Rosemary Harris
1411,Richard Attenborough
1411,John Gielgud
1411,Judi Dench
1411,John Mills
1411,Ken Dodd
1411,Andrew Schofield
1411,Perdita Weeks
1413,Vincent D'Onofrio
1413,Renée Zellweger
1413,Ann Wedgeworth
1413,Harve Presnell
1413,Benjamin Mouton
1414,Albert Brooks
1414,Debbie Reynolds
1414,Rob Morrow
1414,Lisa Kudrow
1414,Vanessa Williams
1414,John C. McGinley
1414,Isabel Glasser
1414,James Gleason
1415,Catherine Deneuve
1415,Daniel Auteuil
1415,Laurence Côte
1415,Benoît Magimel
1415,Fabienne Babe
1415,Didier Bezace
1415,Julien Rivière
1415,Ivan Desny
1415,Régis Betoule
