movieId,director
2839,Ziad Doueiri
2840,Rupert Wainwright
2841,David Koepp
2843,Emir Kusturica
2844,Hampton Fancher
2845,Marc Levin
2846,Masanori Hata
2847,Howard Hawks
2848,Orson Welles
2849,Steve Rash
2850,Bryan Singer
2852,Norman Jewison
2853,Alfred Sole
2855,Joseph Sargent
2856,William Castle
2857,George Dunning
2858,Sam Mendes
2859,Jonathan Demme
2860,Les Mayfield
2861,Sam Raimi
2862,Tinto Brass
2863,Richard Lester
2864,Gregg Araki
2866,Steve Rash
2867,Tom Holland
2868,Tommy Lee Wallace
2869,Christian Vincent
2870,Gene Saks
2871,John Boorman
2872,John Boorman
2874,George Abbott
2875,Jon Amiel
2876,Gary Goldman
2877,Ken Russell
2878,Tom DeSimone
2879,Jackie Chan
2880,Jackie Chan
2881,Bruce Beresford
2882,Peter Kassovitz
2883,Lawrence Kasdan
2884,Bruce McCulloch
2885,Audrey Wells
2886,Gary Halvorson
2887,Kevin Elders
2888,John Schultz
2889,Jay Roach
2890,David O. Russell
2891,Mark Illsley
2892,Abel Ferrara
2893,Jake Scott
2894,Andy Mingo
2897,Federico Fellini
2898,George A. Romero
2899,Dave Fleischer
2900,George A. Romero
2901,Don Coscarelli
2902,Richard Franklin
2903,Anthony Perkins
2904,Lewis Milestone
2905,Akira Kurosawa
2906,Sydney Pollack
2907,Bruce McCulloch
2908,Kimberly Peirce
2912,Steven Soderbergh
2913,Jeff Abugov
2915,Paul Brickman
2916,Paul Verhoeven
2917,Lawrence Kasdan
2918,John Hughes
2919,Peter Weir
2920,Marcel Carné
2921,Clint Eastwood
2922,Ted Post
2923,Jonathan Demme
2924,Yuen Woo-ping
2925,Bernardo Bertolucci
2926,John Waters
2927,David Lean
2928,John Byrum
2929,Warren Beatty
2930,Freida Lee Mock
2932,Terrence Malick
2935,Preston Sturges
2936,Preston Sturges
2937,Preston Sturges
2938,Eliseo Subiela
2939,Henry Hathaway
2940,Charles Vidor
2941,Joshua Logan
2942,Adrian Lyne
2943,Régis Wargnier
2944,Robert Aldrich
2945,James Bridges
2946,Richard Lester
2947,Guy Hamilton
2948,Terence Young
2949,Terence Young
2950,Randal Kleiser
2951,Sergio Leone
2952,Paul Thomas Anderson
2953,Chris Columbus
2956,Ridley Scott
2959,David Fincher
2961,Rob Reiner
2962,David Evans
2964,Harmony Korine
2966,David Lynch
2967,Mervyn LeRoy
2968,Terry Gilliam
2969,Claude Lelouch
2970,Werner Herzog
2971,Bob Fosse
2972,Zhang Yimou
2973,Woody Allen
2974,Louis Morneau
2975,Malcolm D. Lee
2976,Martin Scorsese
2977,Antonio Banderas
2978,Damon Santostefano
2979,Michael Cristofer
2981,Philippe Mora
2982,William Friedkin
2983,Sidney J. Furie
2984,Bruce Brown
2985,Paul Verhoeven
2986,Irvin Kershner
2987,Robert Zemeckis
2988,Jonathan Demme
2989,John Glen
2990,John Glen
2991,Guy Hamilton
2992,George Pavlou
2993,Terence Young
2995,William Malone
2996,Wes Craven
2997,Spike Jonze
2998,Eric Styles
3000,Hayao Miyazaki
3001,Donal Lardner Ward
3002,Werner Herzog
3003,Radu Mihaileanu
3004,Gary Sinyor
3005,Phillip Noyce
3006,Michael Mann
3007,Chris Smith
3008,Don McKellar
3010,Jean-Pierre Dardenne
3011,Sydney Pollack
3013,Brian Yuzna
3015,Michael Crichton
3016,George A. Romero
3017,Michael Gornick
3018,Stuart Gordon
3019,Gus Van Sant
3020,Joel Schumacher
3021,Tobe Hooper
3022,Buster Keaton
3024,Joe Dante
3025,Arnold Laven
3028,Franco Zeffirelli
3029,Bruce Malmuth
3030,Akira Kurosawa
3031,Bob Logan
3032,Boris Sagal
3033,Mel Brooks
3034,Wolfgang Reitherman
3035,John Ford
3036,Jean-Jacques Annaud
3037,Arthur Penn
3038,Elia Kazan
3039,John Landis
3040,Ivan Reitman
3041,Ken Wiederhorn
3042,George Mendeluk
3043,Bob Logan
3044,Kenneth Branagh
3045,Kenneth Branagh
3046,Maria Maggenti
3047,Peter Duffell
3048,Steve Rash
3051,Wayne Wang
3052,Kevin Smith
3053,Luc Besson
3054,Michael Haigney
3055,Atom Egoyan
3057,Daniel Pyne
3060,Alan Parker
3061,Mark Sandrich
3062,Bernhard Wicki
3063,Katt Shea
3064,Kurt Voss
3066,Richard Fleischer
3067,Pedro Almodóvar
3068,Sidney Lumet
3069,Paul Newman
3070,W.D. Richter
3071,Ramón Menéndez
3072,Norman Jewison
3074,Sydney Pollack
3075,Roman Polanski
3076,Billy Wilder
3077,Michael Apted
3078,Barry Levinson
3079,Patricia Rozema
3081,Tim Burton
3082,Michael Apted
3083,Pedro Almodóvar
3086,Charley Rogers
3087,Richard Donner
3088,Henry Koster
3089,Vittorio De Sica
3090,John Sayles
3091,Akira Kurosawa
3093,Robert Altman
3094,James Ivory
3095,John Ford
3096,Henry Koster
3097,Ernst Lubitsch
3098,Barry Levinson
3099,Hal Ashby
3100,Robert Redford
3101,Adrian Lyne
3102,Richard Marquand
3103,Martin Ritt
3104,Martin Brest
3105,Penny Marshall
3106,Alan Parker
3107,Ron Howard
3108,Terry Gilliam
3109,Mark Rydell
3110,Richard Pearce
3111,Robert Benton
3112,Tom Moore
3113,Peter Hyams
3114,John Lasseter
3115,Joel Schumacher
3116,Mike Figgis
3117,Ang Lee
3118,Gavin O'Connor
3120,Jonathan Lynn
3121,Ida Lupino
3122,Michael Curtiz
3125,Neil Jordan
3127,Jane Campion
3128,Scott Elliott
3129,Woody Allen
3130,Brian De Palma
3133,Buster Keaton
3134,Jean Renoir
3135,Lewis John Carlino
3136,Robert Altman
3138,Steven Kampmann
3140,Edward F. Cline
3141,Jack Nicholson
3142,Phil Joanou
3143,John Boorman
3144,Frank Tashlin
3145,Tim Robbins
3146,Mike Mitchell
3147,Frank Darabont
3148,Lasse Hallström
3150,Tim Roth
3152,Peter Bogdanovich
3153,Nathan H. Juran
3155,Andy Tennant
3156,Chris Columbus
3157,Rob Minkoff
3158,Chen Kaige
3159,James Algar
3160,Paul Thomas Anderson
3161,Martha Fiennes
3163,Mike Leigh
3165,James B. Harris
3166,Robert Ellis Miller
3167,Mike Nichols
3168,Dennis Hopper
3169,John Schlesinger
3171,Jack Clayton
3173,Oliver Stone
3174,Miloš Forman
3175,Dean Parisot
3176,Anthony Minghella
3177,Steve Carr
3178,Norman Jewison
3179,Alan Parker
3180,Ron Shelton
3181,Julie Taymor
3182,Errol Morris
3183,Agnieszka Holland
3185,Scott Hicks
3186,James Mangold
3188,Aviva Kempner
3189,Jay Russell
3190,Walter Hill
3192,Santosh Sivan
3194,Sydney Pollack
3196,Billy Wilder
3197,Peter Hyams
3198,Franklin J. Schaffner
3199,George Sidney
3200,Hal Ashby
3201,Bob Rafelson
3202,Werner Herzog
3203,Phillip Noyce
3204,Franklin J. Schaffner
3205,Mario Bava
3206,Taylor Hackford
3207,Henry King
3208,Gene Quintano
3210,Amy Heckerling
3211,Fred Schepisi
3213,Bruce Timm
3214,John Badham
3216,Jesús Franco
3217,William A. Wellman
3218,Todd Haynes
3219,John Schlesinger
3221,Peter Greenaway
3223,Peter Greenaway
3224,Hiroshi Teshigahara
3225,Kris Isacsson
3232,Buster Keaton
3235,Art Linson
3238,Stephan Elliott
3239,Andrew Bergman
3240,Kevin Allen
3241,Khyentse Norbu
3243,Les Mayfield
3244,Herbert Ross
3245,Mikhail Kalatozov
3246,Spike Lee
3247,Emile Ardolino
3248,Bill Duke
3249,Curtis Hanson
3250,Frank Marshall
3251,Norman Jewison
3252,Martin Brest
3253,Penelope Spheeris
3254,Stephen Surjik
3255,Penny Marshall
3256,Phillip Noyce
3257,Mick Jackson
3258,Robert Zemeckis
3259,Ron Howard
3260,James Ivory
3261,Cameron Crowe
3262,David Lynch
3263,Ron Shelton
3264,Fran Rubel Kuzui
3265,John Woo
3266,Benoît Poelvoorde
3267,Robert Rodriguez
3268,Roger Spottiswoode
3269,Steve Miner
3270,Paul Michael Glaser
3271,Gary Sinise
3272,Abel Ferrara
3273,Wes Craven
3274,Barbet Schroeder
3275,Troy Duffy
3276,Eric Blakeney
3281,Susan Muska
3282,Richard Spence
3284,Anthony Harvey
3285,Danny Boyle
3286,Chris Koch
3287,Jun Falkenstein
3289,Zhang Yimou
3292,Joseph H. Lewis
3294,Tobe Hooper
3296,James Clavell
3298,Ben Younger
3299,Diane Keaton
3300,David Twohy
3301,Jonathan Lynn
3302,Jasmin Dizdar
3303,Steven Okazaki
3304,Paul Schrader
3306,Charlie Chaplin
3307,Charlie Chaplin
3308,Garry Marshall
3309,Charlie Chaplin
3310,Charlie Chaplin
3313,Michael Miller
3314,Felix E. Feist
3316,John Frankenheimer
3317,Curtis Hanson
3318,Rod Lurie
3320,Søren Kragh-Jacobsen
3324,Nick Gomez
3325,John Schlesinger
3326,Mike Nichols
3327,Barry W. Blaustein
3328,Jim Jarmusch
3329,John Duigan
3330,Elia Kazan
3331,George Bowers
3334,John Huston
3338,Al Reinert
3339,Sam Peckinpah
3340,Edward D. Wood Jr.
3341,George Cukor
3342,Alan Parker
3343,Roger Vadim
3344,Herschell Gordon Lewis
3347,Carroll Ballard
3349,George Marshall
3350,Daniel Petrie
3351,Herschell Gordon Lewis
3354,Brian De Palma
3355,Roman Polanski
3357,Régis Wargnier
3358,Albert Brooks
3359,Peter Yates
3360,David Anspaugh
3361,Ron Shelton
3362,Sidney Lumet
3363,George Lucas
3364,John Huston
3365,John Ford
3368,William Wyler
3370,Costa-Gavras
3371,Hal Ashby
3377,Fritz Lang
3379,Stanley Kramer
3380,Anthony Mann
3384,Joseph Sargent
3385,Nicholas Meyer
3386,Oliver Stone
3387,Paul Flaherty
3388,William Dear
3390,Jim Goddard
3391,James Foley
3392,Susan Seidelman
3393,Tom McLoughlin
3394,Blake Edwards
3395,Robert Benton
3396,James Frawley
3397,Jim Henson
3398,Frank Oz
3399,Ken Kwapis
3400,Simon Wells
3401,Bill L. Norton
3402,John Irvin
3404,Jean Negulesco
3405,Roy Ward Baker
3406,Raoul Walsh
3408,Steven Soderbergh
3409,James Wong
3412,Jean-Jacques Annaud
3414,Henry King
3415,Andrei Tarkovsky
3417,Robert Siodmak
3418,Ridley Scott
3420,Norman Jewison
3421,John Landis
3422,Spike Lee
3423,Spike Lee
3424,Spike Lee
3425,Spike Lee
3426,Spike Lee
3427,Don Siegel
3428,Franco Zeffirelli
3429,Nick Park
3430,Michael Winner
3431,Michael Winner
3432,Michael Winner
3434,Allan A. Goldstein
3435,Billy Wilder
3436,Joel Schumacher
3437,David Kellogg
3438,Steve Barron
3439,Michael Pressman
3440,Stuart Gillard
3441,John Milius
3442,Paul Michael Glaser
3444,Newt Arnold
3445,Irvin Kershner
3446,Peter Chelsom
3447,Sidney Franklin
3448,Barry Levinson
3449,Leonard Nimoy
3450,Donald Petrie
3451,Stanley Kramer
3452,Andrzej Bartkowiak
3453,Mark Piznarski
3454,David Raynr
3456,Majid Majidi
3457,Keith Gordon
3459,Ken Russell
3460,Jean Yarbrough
3461,Peter Brook
3462,Charlie Chaplin
3463,Rafal Zielinski
3465,Blake Edwards
3466,Ron Underwood
3467,Martin Ritt
3468,Robert Rossen
3469,Stanley Kramer
3470,Akira Kurosawa
3471,Steven Spielberg
3474,Louis Morneau
3475,George Stevens
3476,Adrian Lyne
3477,Allan Moyle
3478,Luis Valdez
3479,Richard Donner
3480,David Seltzer
3481,Stephen Frears
3483,Don Michael Paul
3484,Rob Cohen
3487,Howard Hawks
3489,Steven Spielberg
3490,Eugenio Martín
3491,David Beaird
3492,George Fitzmaurice
3494,Henry Hathaway
3495,Abbe Wool
3496,John Schlesinger
3497,Herbert Ross
3498,Alan Parker
3499,Rob Reiner
3500,Billy Crystal
3501,Martin Ritt
3502,Bruce Joel Rubin
3503,Andrei Tarkovsky
3504,Sidney Lumet
3505,Roger Donaldson
3506,Ted Kotcheff
3507,Gene Saks
3508,Clint Eastwood
3509,James Toback
3510,Gregory Hoblit
3511,Brian Robbins
3512,Bonnie Hunt
3513,William Friedkin
3515,Pip Karmel
3516,Richard Quine
3518,Wim Wenders
3519,Guy Hamilton
3520,William Asher
3521,Jim Jarmusch
3522,Giuliano Montaldo
3524,Steve Gordon
3525,Neal Israel
3526,Ron Howard
3527,John McTiernan
3528,Barbra Streisand
3529,Bob Rafelson
3531,Jon Jost
3534,Betty Thomas
3535,Mary Harron
3536,Edward Norton
3537,Marek Kanievska
3538,Damien O'Donnell
3539,Julien Temple
3540,Alain Berliner
3543,Barry Levinson
3544,Bobcat Goldthwait
3545,Bob Fosse
3546,Robert Aldrich
3547,Stephen Frears
3548,Morton DaCosta
3549,Joseph L. Mankiewicz
3550,Tony Scott
3551,John Schlesinger
3552,Harold Ramis
3553,Davis Guggenheim
3554,Gina Prince-Bythewood
3555,Jonathan Mostow
3556,Sofia Coppola
3557,Bruce Robinson
3559,Charlie Chaplin
3560,Nagisa Ōshima
3563,Bharat Nalluri
3564,Brian Levant
3565,Matt Williams
3566,John Swanbeck
3567,Bruno Barreto
3568,Kevin Jordan
3569,Lars von Trier
3571,Mike Figgis
3572,Adam Simon
3573,Louis Morneau
3574,Jonathan Winfrey
3575,John Keitel
3576,Jack Sholder
3577,Zalman King
3578,Ridley Scott
3579,Hugh Hudson
3580,Philip Haas
3581,Justin Kerrigan
3584,Jim McBride
3587,Dario Argento
3588,Bob Rafelson
3590,Martin Davidson
3591,Stan Dragoti
3593,Roger Christian
3594,Nicholas Hytner
3596,Scott Alexander
3598,Michael Almereyda
3599,George Sidney
3600,Norman Taurog
3602,Norman Taurog
3604,Mervyn LeRoy
3605,Michael Curtiz
3606,Stanley Donen
3608,Tim Burton
3609,Barbara Sonneborn
3611,William Roberts
3612,Bryan Forbes
3613,David Mamet
3614,Andrew Bergman
3615,Ralph Zondag
3616,Amy Heckerling
3617,Todd Phillips
3618,Woody Allen
3619,Floyd Mutrux
3620,Bart Freundlich
3621,Andrzej Żuławski
3622,Mel Brooks
3623,John Woo
3624,Tom Dey
3626,Peter Greenaway
3627,Herk Harvey
3628,David Miller
3629,Charlie Chaplin
3632,Charlie Chaplin
3633,Peter R. Hunt
3634,John Frankenheimer
3635,Lewis Gilbert
3637,Agnès Varda
3638,Lewis Gilbert
3639,Guy Hamilton
3640,Charlie Chaplin
3643,Edward Ludwig
3646,Raja Gosnell
3649,Paul Schrader
3653,Bruce Brown
3654,J. Lee Thompson
3655,Marco Ferreri
3656,Douglas Sirk
3657,Albert Lewin
3658,Roy Ward Baker
3659,Val Guest
3660,David Schmoeller
3661,Dave Allen
3662,David DeCoteau
3663,Jeff Burr
3664,Jeff Burr
3665,David DeCoteau
3668,Franco Zeffirelli
3669,Peter Hyams
3671,Mel Brooks
3672,Joe Camp
3673,Joe Camp
3674,Joe Camp
3675,Michael Curtiz
3676,David Lynch
3677,Ron Fricke
3678,Otto Preminger
3679,Penelope Spheeris
3680,Penelope Spheeris
3681,Sergio Leone
3682,Ted Post
3683,Joel Coen
3684,Steve Kloves
3685,John Huston
3686,Joel Schumacher
3687,René Laloux
3688,Bob Clark
3689,Bob Clark
3690,James Komack
3691,Noel Black
3692,Richard W. Haines
3693,Lloyd Kaufman
3694,Michael Herz
3695,Michael Herz
3696,Fred Dekker
3697,Stephen Hopkins
3698,Paul Michael Glaser
3699,John Carpenter
3700,John Sayles
3701,Graham Baker
3702,George Miller
3703,George Miller
3704,George Miller
3705,John Badham
3706,Alan Parker
3707,Adrian Lyne
3708,Mark L. Lester
3709,Mick Garris
3710,Craig R. Baxley
3712,Michael Hoffman
3713,Richard Pearce
3714,Robert Mulligan
3715,Hugh Wilson
3716,Tom Holland
3717,Dominic Sena
3718,Albert Hughes
3719,Kenneth Branagh
3720,István Szabó
3721,Alan Rudolph
3723,Franco Zeffirelli
3724,Hal Ashby
3725,Ralph Bakshi
3726,John Carpenter
3727,Kathryn Bigelow
3728,Carl Franklin
3729,Gordon Parks
3730,Francis Ford Coppola
3731,Ivan Passer
3732,Brian De Palma
3733,James Bridges
3734,Sidney Lumet
3735,Sidney Lumet
3736,Billy Wilder
3737,David Miller
3738,Steven Spielberg
3739,Ernst Lubitsch
3740,John Carpenter
3741,Terrence Malick
3742,Sergei M. Eisenstein
3743,Robert Iscove
3744,John Singleton
3745,Gary Goldman
3746,José Luis Cuerda
3747,Alison Maclean
3751,Nick Park
3752,Bobby Farrelly
3753,Roland Emmerich
3754,Des McAnuff
3755,Wolfgang Petersen
3757,Roy Ward Baker
3758,Philippe Mora
3759,Jack Kinney
3760,John Landis
3761,Taylor Hackford
3763,Robert Mandel
3764,Richard Franklin
3765,Dennis Hopper
3766,Joseph Zito
3768,Aaron Norris
3769,Michael Cimino
3770,Joseph Ruben
3771,Gordon Hessler
3773,Reginald Hudlin
3774,George Jackson
3775,Robert Cormack
3777,Jörg Buttgereit
3780,Kurt Neumann
3783,Mike Hodges
3784,Jon Turteltaub
3785,Keenen Ivory Wayans
3786,Jamie Babbit
3787,Zhang Yang
3788,Michelangelo Antonioni
3789,Sidney Lumet
3790,Greg Harrison
3791,Herbert Ross
3792,King Vidor
3793,Bryan Singer
3794,Miguel Arteta
3795,Jeremy Podeswa
3798,Robert Zemeckis
3799,Michael Haigney
3800,François Ozon
3801,Otto Preminger
3802,Geoff Murphy
3804,Gerald Seth Sindell
3805,George A. Romero
3806,J. Lee Thompson
3807,Sam Wanamaker
3809,Frank Oz
3810,Roger Donaldson
3811,Bruce Beresford
3812,Woody Allen
3813,Woody Allen
3814,Woody Allen
3816,Luis Puenzo
3819,Juzo Itami
3820,Britt Allcroft
3821,Peter Segal
3822,Patrice Leconte
3823,Michael Winterbottom
3824,Joan Chen
3825,David McNally
3826,Paul Verhoeven
3827,Clint Eastwood
3829,John Forte
3831,Nigel Cole
3832,Mario Bava
3833,Joseph Green
3834,Clint Eastwood
3835,Alan Shapiro
3836,Brian G. Hutton
3837,Don Coscarelli
3838,Don Coscarelli
3839,Don Coscarelli
3840,Stan Winston
3841,Roger Spottiswoode
3843,Robert Hiltzik
3844,Herbert Ross
3845,Roger Vadim
3846,James Signorelli
3847,Don Edmonds
3848,Bruce Beresford
3849,Robert Siodmak
3851,Lionel Coleman
3852,Jenniphr Goodman
3854,Max Färberböck
3855,Frédéric Fonteyne
3857,Chuck Russell
3858,John Waters
3859,Fenton Bailey
3860,Myles Connell
3861,Howard Deutch
3863,Tarsem Singh
3864,Takao Okawara
3865,Spike Lee
3868,David Zucker
3869,David Zucker
3870,Sam Wood
3871,George Stevens
3872,Joseph L. Mankiewicz
3873,Elliot Silverstein
3875,Terence Fisher
3877,Jeannot Szwarc
3879,Christian Duguay
3880,Aiyana Elliott
3882,Peyton Reed
3883,Chi Muoi Lo
3885,Valerie Breiman
3886,Robert Greenwald
3889,Douglas Aarniokoski
3890,Chris Fiore
3891,Robert Adetuyi
3892,Stefan Ruzowitzky
3893,Neil LaBute
3895,Joe Charbanic
3896,Christopher McQuarrie
3897,Cameron Crowe
3900,Robert Schmidt
3901,Bruce Paltrow
3902,Carlos Saura
3903,Jon Matthews
3905,Craig Mazin
3906,Stephen Hopkins
3908,John Ottman
3909,Fina Torres
3910,Lars von Trier
3911,Christopher Guest
3913,Jason Priestley
3914,Greg Berlanti
3915,Karyn Kusama
3916,Boaz Yakin
3917,Clive Barker
3918,Tony Randel
3919,Anthony Hickox
3920,Wim Wenders
3921,William Asher
3922,William Asher
3923,Edward Bernds
3924,Don Weis
3925,Jim Jarmusch
3926,Irwin Allen
3927,Richard Fleischer
3928,Charles Barton
3929,Edward F. Cline
3930,Jack Arnold
3932,James Whale
3933,Ray Kellogg
3934,Kurt Neumann
3936,Arthur Lubin
3937,Michael Crichton
3938,Amy Holden Jones
3939,Deborah Brock
3940,Sally Mattison
3941,Carol Frank
3942,Jim Wynorski
3943,Spike Lee
3945,Mamoru Hosoda
3946,Stephen T. Kay
3947,Mike Hodges
3948,Jay Roach
3949,Darren Aronofsky
3950,Joel Schumacher
3951,Raymond De Felitta
3952,Rod Lurie
3953,Robert Altman
3955,Reginald Hudlin
3956,Janusz Kamiński
3957,Tom Laughlin
3959,George Pal
3960,Lewis Gilbert
3961,Luca Bercovici
3962,Albert Band
3963,Charles Walters
3964,James Algar
3965,Lewis Milestone
3966,Edgar G. Ulmer
3967,Stephen Daldry
3968,Harold Ramis
3969,Mimi Leder
3970,Lucio Fulci
3971,Lang Elliott
3972,Liu Chia-Liang
3973,Joe Berlinger
3975,Nora Ephron
3976,Denys Arcand
3977,McG
3978,Robert Redford
3979,Steven Brill
3980,"George Tillman, Jr."
3981,Antony Hoffman
3983,Kenneth Lonergan
3984,Guy Hamilton
3985,John Sturges
3986,Roger Spottiswoode
3987,Don Roos
3988,Ron Howard
3989,Kevin Macdonald
3990,Stig Bergqvist
3991,Kevin Lima
3992,Giuseppe Tornatore
3993,Philip Kaufman
3994,M. Night Shyamalan
3996,Ang Lee
3997,Courtney Solomon
3998,Taylor Hackford
3999,Martin Campbell
4000,Roger Donaldson
4001,Andrew Davis
4002,John Hughes
4003,John Hughes
4005,John Glen
4006,Nelson Shin
4007,Oliver Stone
4008,Oliver Stone
4009,Oliver Stone
4010,Walter Hill
4011,Guy Ritchie
4012,David Seltzer
4014,Lasse Hallström
4015,Danny Leiner
4016,Mark Dindal
4017,Ed Harris
4018,Nancy Meyers
4019,Gus Van Sant
4020,Sam Raimi
4021,Julian Schnabel
4022,Robert Zemeckis
4023,Brett Ratner
4024,Terence Davies
4025,Donald Petrie
4026,Lee Myung-Se
4027,Joel Coen
4029,David Mamet
4030,Patrick Lussier
4031,Billy Bob Thornton
4033,Roger Donaldson
4034,Steven Soderbergh
4035,Michael Winterbottom
4036,E. Elias Merhige
4037,David Mamet
4039,John Huston
4040,Stephen Herek
4041,Taylor Hackford
4042,John Wayne
4043,James Foley
4045,Tom Gries
4046,William Wyler
4047,Ronald F. Maxwell
4048,Anthony Drazan
4052,Peter Howitt
4053,George Gallo
4054,Thomas Carter
4055,Henry Bromell
4056,Sean Penn
4060,Jonathan Kaplan
4061,Robert Mulligan
4062,Donald Petrie
4063,Norman René
4066,Keenen Ivory Wayans
4067,Tony Bill
4068,Francine McDougall
4069,Adam Shankman
4073,Adam Brooks
4076,Neil Turitz
4077,Dominik Moll
4079,Joe Dante
4080,Charles Shyer
4081,Lyndall Hobbs
4082,Barbet Schroeder
4084,Tony Scott
4085,Martin Brest
4086,Jim McBride
4088,Ben Bolt
4089,Cheech Marin
4090,Jerry Rees
4091,Steve Rash
4092,Steve De Jarnatt
4095,Richard Attenborough
4098,John Huston
4101,Richard Lowenstein
4102,Robert Townsend
4103,Steven Spielberg
4104,John R. Cherry III
4105,Sam Raimi
4106,Walter Hill
4108,Tony Bill
4109,Jeffrey Bloom
4111,Francis Ford Coppola
4114,Paolo Taviani
4115,Bob Giraldi
4116,Robert Townsend
4117,John Boorman
4121,Joe Dante
4122,Hector Babenco
4123,Elaine May
4124,Joseph Sargent
4126,Marek Kanievska
4128,Joel Schumacher
4130,Amy Holden Jones
4131,Susan Seidelman
4132,Michael Gottlieb
4133,Gary Goddard
4135,Fred Dekker
4136,Pat O'Connor
4139,Peter Werner
4140,William Phelps
4141,Mark Waters
4142,Vic Sarin
4143,Jamie Blanks
4144,Wong Kar-wai
4146,Wim Wenders
4148,Ridley Scott
4149,Dennis Dugan
4151,Agnès Jaoui
4153,Chris Weitz
4155,Pat O'Connor
4156,Douglas McGrath
4158,Henry Selick
4159,Demian Lichtenstein
4161,Gore Verbinski
4162,John Whitesell
4166,Daniel Minahan
4167,John Herzfeld
4168,Tommy O'Haver
4169,Paddy Breathnach
4171,Deborah Hoffmann
4173,Kieron J. Walsh
4174,Barry Levinson
4175,Steven Soderbergh
4177,Guy Hamilton
4178,Lewis Milestone
4179,Hector Babenco
4180,Tom DeSimone
4181,Bill Fishman
4183,Hal Hartley
4184,Henry Koster
4185,Denis Sanders
4186,Billy Wilder
4187,Ralph Nelson
4188,Charles Vidor
4189,George Stevens
4190,Richard Brooks
4191,Lewis Gilbert
4194,Michael Powell
4195,Robert Fuest
4197,Albert Brooks
4198,Jimmy T. Murakami
4200,Sheldon Lettich
4201,Burt Reynolds
4203,Simon Wincer
4205,Richard Benjamin
4208,Nicholas Barker
4210,Michael Mann
4211,Barbet Schroeder
4212,John Guillermin
4213,Sean S. Cunningham
4214,Jeff Kanew
4215,Joe Roth
4216,Norman René
4217,Spike Lee
4218,Tim Hunter
4219,Alan Metter
4220,Robert Aldrich
4221,Stan Dragoti
4222,Douglas Cheek
4223,Jean-Jacques Annaud
4224,Andrzej Bartkowiak
4225,Rob Sitch
4226,Christopher Nolan
4228,David Mirkin
4229,J.B. Rogers
4231,Tony Goldwyn
4232,Robert Rodriguez
4233,Gregory Poirier
4234,John Boorman
4235,Alejandro González Iñárritu
4236,Laurie Gwen Shapiro
4237,Agnès Varda
4238,Lee Tamahori
4239,Ted Demme
4241,Michael Haigney
4241,Michael Haigney
4246,Sharon Maguire
4247,Dennie Gordon
4248,Harry Elfont
4251,Andrew Dominik
4252,Jafar Panahi
4254,Simon Wincer
4255,Tom Green
4262,Brian De Palma
4263,Blake Edwards
4265,Renny Harlin
4266,J.S. Cardone
4267,Harald Zwart
4268,Peter Chelsom
4270,Stephen Sommers
4271,Shinji Aoyama
4273,François Ozon
4274,Joseph L. Mankiewicz
4275,Peter Yates
4276,Albert Brooks
4277,Harry O. Hoyt
4278,Leni Riefenstahl
4279,Joseph Ruben
4280,George Roy Hill
4281,Christian Marquand
4282,Federico Fellini
4284,Frederick de Cordova
4290,Mark Rydell
4291,Colin Higgins
4292,Martin Ritt
4293,Carl Reiner
4294,Roy Rowland
4296,Arthur Hiller
4297,Bille August
4298,Jules Dassin
4299,Brian Helgeland
4300,Ken Loach
4302,Kristian Levring
4304,Chris Hegedus
4305,Luis Mandoki
4306,Andrew Adamson
4308,Baz Luhrmann
4310,Michael Bay
4312,Eric Valli
4316,Donald Wrye
4317,Dale Launer
4318,Mike Nichols
4319,Robert Aldrich
4321,Ron Underwood
4322,John Sayles
4324,Burt Lancaster
4326,Alan Parker
4327,John Sturges
4329,Howard Hawks
4332,Peter Yates
4333,Danny DeVito
4334,Edward Yang
4337,Robert Wise
4338,Henry King
4339,Mark Robson
4340,Luke Greenfield
4342,Thomas Bezucha
4343,Ivan Reitman
4344,Dominic Sena
4345,Alan Cumming
4347,Jan Hřebejk
4349,Mike Nichols
4350,Costa Botes
4351,Kathryn Bigelow
4352,Zelda Barron
4353,Ted Kotcheff
4354,Jonathan Kaplan
4355,Peter Markle
4356,Howard Hawks
4357,Jean Negulesco
4359,Billy Wilder
4360,Walter Lang
4361,Sydney Pollack
4366,Gary Trousdale
4367,Simon West
4368,Steve Carr
4369,Rob Cohen
4370,Steven Spielberg
4371,John Singleton
4372,John Stockwell
4375,Olivier Ducastel
4378,Jonathan Glazer
4380,Tom Tykwer
4381,Francis Veber
4383,Mathieu Kassovitz
4384,Raoul Peck
4386,Lawrence Guterman
4387,Chris Nahon
4388,Keenen Ivory Wayans
4389,Léa Pool
4390,Virginie Despentes
4391,Tran Anh Hung
4392,Woody Allen
4394,William Asher
4396,Hal Needham
4397,Hal Needham
4399,Luis Buñuel
4401,John Ford
4402,Norman Taurog
4403,Roger Corman
4404,F.W. Murnau
4405,F.W. Murnau
4406,John Ford
4407,Oliver Stone
4409,Woody Allen
4410,Jonathan Demme
4411,Henry Hathaway
4414,Roger Corman
4415,Tommy Chong
4417,Lucio Fulci
4420,Joseph L. Mankiewicz
4422,Ingmar Bergman
4424,Vittorio De Sica
4426,Robert Aldrich
4427,Anthony Harvey
4428,John Huston
4432,Alexander Mackendrick
4433,Douglas Sirk
4437,Dario Argento
4438,Lo Wei
4440,Lo Wei
4441,Robert Clouse
