movieId,title
2699,Arachnophobia
2700,"South Park: Bigger, Longer & Uncut"
2701,Wild Wild West
2702,Summer of Sam
2704,Les Amants du Pont-Neuf
2706,American Pie
2707,Arlington Road
2708,Autumn Tale
2709,Muppets from Space
2710,The Blair Witch Project
2712,Eyes Wide Shut
2713,Lake Placid
2714,The Wood
2715,The Velocity of Gary
2716,Ghostbusters
2717,Ghostbusters II
2718,Drop Dead Gorgeous
2719,The Haunting
2720,Inspector Gadget
2721,Trick
2722,Deep Blue Sea
2723,Mystery Men
2724,Runaway Bride
2725,Twin Falls Idaho
2726,The Killing
2727,Killer's Kiss
2728,Spartacus
2729,Lolita
2730,Barry Lyndon
2731,The 400 Blows
2732,Jules and Jim
2733,Vibes
2734,The Mosquito Coast
2735,The Golden Child
2736,Brighton Beach Memoirs
2738,Crimes of the Heart
2739,The Color Purple
2741,No Mercy
2745,The Mission
2746,Little Shop of Horrors
2747,The Little Shop of Horrors
2748,Allan Quatermain and the Lost City of Gold
2749,The Morning After
2750,Radio Days
2751,From the Hip
2752,Outrageous Fortune
2753,The Bedroom Window
2754,Deadtime Stories
2755,Light of Day
2757,Frances
2758,Plenty
2759,Dick
2761,The Iron Giant
2762,The Sixth Sense
2763,The Thomas Crown Affair
2764,The Thomas Crown Affair
2766,The Adventures of Sebastian Cole
2767,Illuminata
2769,The Yards
2770,Bowfinger
2771,Brokedown Palace
2772,Detroit Rock City
2774,Better Than Chocolate
2775,Head On
2776,Marcello Mastroianni: I Remember
2779,Heaven Can Wait
2780,The Raven
2781,The Tingler
2782,The Pit and the Pendulum
2783,The Tomb of Ligeia
2784,The Masque of the Red Death
2786,Haunted Honeymoon
2787,Cat's Eye
2788,And Now for Something Completely Different
2789,Damien: Omen II
2790,Omen III: The Final Conflict
2791,Airplane!
2792,Airplane II: The Sequel
2793,An American Werewolf in Paris
2794,National Lampoon’s European Vacation
2795,National Lampoon's Vacation
2796,Funny Farm
2797,Big
2798,Problem Child
2799,Problem Child 2
2800,Little Nemo: Adventures In Slumberland
2801,Oscar and Lucinda
2802,Tequila Sunrise
2803,The Pelican Brief
2804,A Christmas Story
2805,Mickey Blue Eyes
2806,Teaching Mrs. Tingle
2807,Universal Soldier: The Return
2808,Universal Soldier
2809,Love Stinks
2810,Perfect Blue
2812,In Too Deep
2815,Iron Eagle
2816,Iron Eagle II
2817,Iron Eagle III
2819,Three Days of the Condor
2820,Hamlet from the Lunt-Fontanne Theatre
2822,Medicine Man
2824,On the Ropes
2826,The 13th Warrior
2827,The Astronaut's Wife
2828,Dudley Do-Right
2829,The Muse
2832,The Lost Son
2835,Chill Factor
2836,Outside Providence
2837,Bedrooms and Hallways
2839,West Beyrouth
2840,Stigmata
2841,Stir of Echoes
2843,"Black Cat, White Cat"
2844,The Minus Man
2845,Whiteboyz
2846,The Adventures of Milo and Otis
2847,Only Angels Have Wings
2848,Othello
2849,Queens Logic
2850,Public Access
2852,A Soldier's Story
2853,Alice Sweet Alice
2855,Nightmares
2856,I Saw What You Did
2857,Yellow Submarine
2858,American Beauty
2859,Stop Making Sense
2860,Blue Streak
2861,For Love of the Game
2862,Caligula
2863,A Hard Day's Night
2864,Splendor
2866,The Buddy Holly Story
2867,Fright Night
2868,Fright Night Part 2
2869,La séparation
2870,Barefoot in the Park
2871,Deliverance
2872,Excalibur
2874,The Pajama Game
2875,Sommersby
2876,Thumbelina
2877,Tommy
2878,Hell Night
2879,Armour of God II: Operation Condor
2880,Armour of God
2881,Double Jeopardy
2882,Jakob the Liar
2883,Mumford
2884,Dog Park
2885,Guinevere
2886,The Adventures of Elmo in Grouchland
2887,Simon Sez
2888,Drive Me Crazy
2889,"Mystery, Alaska"
2890,Three Kings
2891,"Happy, Texas"
2892,New Rose Hotel
2893,Plunkett & MacLeane
2894,Romance
2897,And the Ship Sails On
2898,The Dark Half
2899,Gulliver's Travels
2900,Monkey Shines
2901,Phantasm
2902,Psycho II
2903,Psycho III
2904,Rain
2905,Sanjuro
2906,Random Hearts
2907,Superstar
2908,Boys Don't Cry
2912,The Limey
2913,The Mating Habits of the Earthbound Human
2915,Risky Business
2916,Total Recall
2917,Body Heat
2918,Ferris Bueller's Day Off
2919,The Year of Living Dangerously
2920,Children of Paradise
2921,High Plains Drifter
2922,Hang 'em High
2923,Citizen's Band
2924,Drunken Master
2925,The Conformist
2926,Hairspray
2927,Brief Encounter
2928,The Razor's Edge
2929,Reds
2930,Return with Honor
2932,Days of Heaven
2935,The Lady Eve
2936,Sullivan's Travels
2937,The Palm Beach Story
2938,Man Facing Southeast
2939,Niagara
2940,Gilda
2941,South Pacific
2942,Flashdance
2943,Indochine
2944,The Dirty Dozen
2945,Mike's Murder
2946,Help!
2947,Goldfinger
2948,From Russia with Love
2949,Dr. No
2950,The Blue Lagoon
2951,A Fistful of Dollars
2952,Hard Eight
2953,Home Alone 2: Lost in New York
2956,Someone to Watch Over Me
2959,Fight Club
2961,The Story of Us
2962,Fever Pitch
2964,Julien Donkey-Boy
2966,The Straight Story
2967,The Bad Seed
2968,Time Bandits
2969,A Man and a Woman
2970,Fitzcarraldo
2971,All That Jazz
2972,Red Sorghum
2973,Crimes and Misdemeanors
2974,Bats
2975,The Best Man
2976,Bringing Out the Dead
2977,Crazy in Alabama
2978,Three to Tango
2979,Body Shots
2981,Brother Can You Spare A Dime
2982,The Guardian
2983,The Ipcress File
2984,On Any Sunday
2985,RoboCop
2986,RoboCop 2
2987,Who Framed Roger Rabbit
2988,Melvin and Howard
2989,For Your Eyes Only
2990,Licence to Kill
2991,Live and Let Die
2992,Rawhead Rex
2993,Thunderball
2995,House on Haunted Hill
2996,Music of the Heart
2997,Being John Malkovich
2998,Dreaming of Joseph Lees
3000,Princess Mononoke
3001,The Suburbans
3002,My Best Fiend
3003,Train of Life
3004,The Bachelor
3005,The Bone Collector
3006,The Insider
3007,American Movie
3008,Last Night
3010,Rosetta
3011,"They Shoot Horses, Don't They?"
3013,Bride of Re-Animator
3015,Coma
3016,Creepshow
3017,Creepshow 2
3018,Re-Animator
3019,Drugstore Cowboy
3020,Falling Down
3021,The Funhouse
3022,The General
3024,Piranha
3025,Rough Night in Jericho
3028,The Taming of the Shrew
3029,Nighthawks
3030,Yojimbo
3031,Repossessed
3032,The Omega Man
3033,Spaceballs
3034,Robin Hood
3035,Mister Roberts
3036,Quest for Fire
3037,Little Big Man
3038,A Face in the Crowd
3039,Trading Places
3040,Meatballs
3041,Meatballs Part II
3042,Meatballs III: Summer Job
3043,Meatballs 4
3044,Dead Again
3045,Peter's Friends
3046,The Incredibly True Adventure of Two Girls In Love
3047,Experience Preferred...But Not Essential
3048,Under the Rainbow
3051,Anywhere But Here
3052,Dogma
3053,The Messenger: The Story of Joan of Arc
3054,Pokémon: The First Movie: Mewtwo Strikes Back
3055,Felicia's Journey
3057,Where's Marlowe?
3060,The Commitments
3061,Holiday Inn
3062,The Longest Day
3063,Poison Ivy
3064,Poison Ivy: The New Seduction
3066,Tora! Tora! Tora!
3067,Women on the Verge of a Nervous Breakdown
3068,The Verdict
3069,The Effect of Gamma Rays on Man-in-the-Moon Marigolds
3070,The Adventures of Buckaroo Banzai Across the 8th Dimension
3071,Stand and Deliver
3072,Moonstruck
3074,Jeremiah Johnson
3075,Repulsion
3076,Irma la Douce
3077,42 Up
3078,Liberty Heights
3079,Mansfield Park
3081,Sleepy Hollow
3082,The World Is Not Enough
3083,All About My Mother
3086,Babes in Toyland
3087,Scrooged
3088,Harvey
3089,Bicycle Thieves
3090,Matewan
3091,Kagemusha
3093,McCabe & Mrs. Miller
3094,Maurice
3095,The Grapes of Wrath
3096,My Man Godfrey
3097,The Shop Around the Corner
3098,The Natural
3099,Shampoo
3100,A River Runs Through It
3101,Fatal Attraction
3102,Jagged Edge
3103,Stanley & Iris
3104,Midnight Run
3105,Awakenings
3106,Come See the Paradise
3107,Backdraft
3108,The Fisher King
3109,The River
3110,Country
3111,Places in the Heart
3112,"'night, Mother"
3113,End of Days
3114,Toy Story 2
3115,Flawless
3116,Miss Julie
3117,Ride with the Devil
3118,Tumbleweeds
3120,The Distinguished Gentleman
3121,The Hitch-Hiker
3122,Santa Fe Trail
3125,The End of the Affair
3127,Holy Smoke!
3128,A Map of the World
3129,Sweet and Lowdown
3130,The Bonfire of the Vanities
3133,Go West
3134,Grand Illusion
3135,The Great Santini
3136,The James Dean Story
3138,Stealing Home
3140,Three Ages
3141,The Two Jakes
3142,U2: Rattle and Hum
3143,Hell in the Pacific
3144,The Glass Bottom Boat
3145,Cradle Will Rock
3146,Deuce Bigalow: Male Gigolo
3147,The Green Mile
3148,The Cider House Rules
3150,The War Zone
3152,The Last Picture Show
3153,The 7th Voyage of Sinbad
3155,Anna and the King
3156,Bicentennial Man
3157,Stuart Little
3158,The Emperor and the Assassin
3159,Fantasia 2000
3160,Magnolia
3161,Onegin
3163,Topsy-Turvy
3165,Boiling Point
3166,Brenda Starr
3167,Carnal Knowledge
3168,Easy Rider
3169,The Falcon and the Snowman
3171,Room at the Top
3173,Any Given Sunday
3174,Man on the Moon
3175,Galaxy Quest
3176,The Talented Mr. Ripley
3177,Next Friday
3178,The Hurricane
3179,Angela's Ashes
3180,Play It to the Bone
3181,Titus
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
3183,The Third Miracle
3185,Snow Falling on Cedars
3186,"Girl, Interrupted"
3188,The Life and Times of Hank Greenberg
3189,My Dog Skip
3190,Supernova
3192,The Terrorist
3194,The Way We Were
3196,Stalag 17
3197,The Presidio
3198,Papillon
3199,Pal Joey
3200,The Last Detail
3201,Five Easy Pieces
3202,Even Dwarfs Started Small
3203,Dead Calm
3204,The Boys from Brazil
3205,Black Sunday
3206,Against All Odds
3207,The Snows of Kilimanjaro
3208,National Lampoon's Loaded Weapon 1
3210,Fast Times at Ridgemont High
3211,A Cry in the Dark
3213,Batman: Mask of the Phantasm
3214,American Flyers
3216,Vampyros Lesbos
3217,A Star Is Born
3218,Poison
3219,Pacific Heights
3221,The Draughtsman's Contract
3223,A Zed & Two Noughts
3224,Woman in the Dunes
3225,Down to You
3232,Seven Chances
3235,Where the Buffalo Roam
3238,Eye of the Beholder
3239,Isn't She Great
3240,The Big Tease
3241,The Cup
3243,Encino Man
3244,The Goodbye Girl
3245,I Am Cuba
3246,Malcolm X
3247,Sister Act
3248,Sister Act 2: Back in the Habit
3249,The Hand that Rocks the Cradle
3250,Alive
3251,Agnes of God
3252,Scent of a Woman
3253,Wayne's World
3254,Wayne's World 2
3255,A League of Their Own
3256,Patriot Games
3257,The Bodyguard
3258,Death Becomes Her
3259,Far and Away
3260,Howards End
3261,Singles
3262,Twin Peaks: Fire Walk with Me
3263,White Men Can't Jump
3264,Buffy the Vampire Slayer
3265,Hard Boiled
3266,Man Bites Dog
3267,El Mariachi
3268,Stop! Or My Mom Will Shoot
3269,Forever Young
3270,The Cutting Edge
3271,Of Mice and Men
3272,Bad Lieutenant
3273,Scream 3
3274,Single White Female
3275,The Boondock Saints
3276,Gun Shy
3281,The Brandon Teena Story
3282,Different for Girls
3284,They Might Be Giants
3285,The Beach
3286,Snow Day
3287,The Tigger Movie
3289,Not One Less
3292,The Big Combo
3294,Eaten Alive
3296,"To Sir, with Love"
3298,Boiler Room
3299,Hanging Up
3300,Pitch Black
3301,The Whole Nine Yards
3302,Beautiful People
3303,Black Tar Heroin: The Dark End of the Street
3304,Blue Collar
3306,The Circus
3307,City Lights
3308,The Flamingo Kid
3309,A Dog's Life
3310,The Kid
3313,Class Reunion
3314,The Big Trees
3316,Reindeer Games
3317,Wonder Boys
3318,Deterrence
3320,Mifune
3324,Drowning Mona
3325,The Next Best Thing
3326,What Planet Are You From?
3327,Beyond the Mat
3328,Ghost Dog: The Way of the Samurai
3329,The Year My Voice Broke
3330,Splendor in the Grass
3331,My Tutor
3334,Key Largo
3338,For All Mankind
3339,Cross of Iron
3340,Bride of the Monster
3341,Born Yesterday
3342,Birdy
3343,And God Created Woman
3344,Blood Feast
3347,Never Cry Wolf
3349,The Perils of Pauline
3350,A Raisin in the Sun
3351,Two Thousand Maniacs!
3354,Mission to Mars
3355,The Ninth Gate
3357,East/West
3358,Defending Your Life
3359,Breaking Away
3360,Hoosiers
3361,Bull Durham
3362,Dog Day Afternoon
3363,American Graffiti
3364,The Asphalt Jungle
3365,The Searchers
3368,The Big Country
3370,Betrayed
3371,Bound for Glory
3377,Hangmen Also Die!
3379,On the Beach
3380,Railroaded!
3384,The Taking of Pelham One Two Three
3385,Volunteers
3386,JFK
3387,Who's Harry Crumb?
3388,Harry and the Hendersons
3390,Shanghai Surprise
3391,Who's That Girl
3392,She-Devil
3393,Date With an Angel
3394,Blind Date
3395,Nadine
3396,The Muppet Movie
3397,The Great Muppet Caper
3398,The Muppets Take Manhattan
3399,Sesame Street Presents Follow That Bird
3400,We're Back! A Dinosaur's Story
3401,Baby: Secret of the Lost Legend
3402,Turtle Diary
3404,Titanic
3405,A Night to Remember
3406,Captain Horatio Hornblower R.N.
3408,Erin Brockovich
3409,Final Destination
3412,The Bear
3414,Love Is a Many-Splendored Thing
3415,Mirror
3417,The Crimson Pirate
3418,Thelma & Louise
3420,...And Justice for All
3421,Animal House
3422,She's Gotta Have It
3423,School Daze
3424,Do the Right Thing
3425,Mo' Better Blues
3426,Jungle Fever
3427,Coogan's Bluff
3428,The Champ
3429,Creature Comforts
3430,Death Wish
3431,Death Wish 2
3432,Death Wish 3
3434,Death Wish 5: The Face of Death
3435,Double Indemnity
3436,Dying Young
3437,Cool as Ice
3438,Teenage Mutant Ninja Turtles
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
3440,Teenage Mutant Ninja Turtles III
3441,Red Dawn
3442,Band of the Hand
3444,Bloodsport
3445,Eyes of Laura Mars
3446,Funny Bones
3447,The Good Earth
3448,"Good Morning, Vietnam"
3449,The Good Mother
3450,Grumpy Old Men
3451,Guess Who's Coming to Dinner
3452,Romeo Must Die
3453,Here On Earth
3454,Whatever It Takes
3456,The Color of Paradise
3457,Waking the Dead
3459,Gothic
3460,Hillbillys in a Haunted House
3461,Lord of the Flies
3462,Modern Times
3463,National Lampoon's Last Resort
3465,That's Life!
3466,Heart and Souls
3467,Hud
3468,The Hustler
3469,Inherit the Wind
3470,Dersu Uzala
3471,Close Encounters of the Third Kind
3474,Retroactive
3475,A Place in the Sun
3476,Jacob's Ladder
3477,Empire Records
3478,La Bamba
3479,Ladyhawke
3480,Lucas
3481,High Fidelity
3483,The Road to El Dorado
3484,The Skulls
3487,El Dorado
3489,Hook
3490,Horror Express
3491,My Chauffeur
3492,The Son of the Sheik
3494,True Grit
3495,Roadside Prophets
3496,Madame Sousatzka
3497,Max Dugan Returns
3498,Midnight Express
3499,Misery
3500,Mr. Saturday Night
3501,Murphy's Romance
3502,My Life
3503,Solaris
3504,Network
3505,No Way Out
3506,North Dallas Forty
3507,The Odd Couple
3508,The Outlaw Josey Wales
3509,Black and White
3510,Frequency
3511,Ready to Rumble
3512,Return to Me
3513,Rules of Engagement
3515,Me Myself I
3516,"Bell, Book and Candle"
3518,The End of Violence
3519,Force 10 from Navarone
3520,How to Stuff a Wild Bikini
3521,Mystery Train
3522,Sacco & Vanzetti
3524,Arthur
3525,Bachelor Party
3526,Parenthood
3527,Predator
3528,The Prince of Tides
3529,The Postman Always Rings Twice
3531,All the Vermeers in New York
3534,28 Days
3535,American Psycho
3536,Keeping the Faith
3537,Where the Money is
3538,East Is East
3539,The Filth and the Fury
3540,Passion of Mind
3543,Diner
3544,Shakes the Clown
3545,Cabaret
3546,What Ever Happened to Baby Jane?
3547,Prick Up Your Ears
3548,Auntie Mame
3549,Guys and Dolls
3550,The Hunger
3551,Marathon Man
3552,Caddyshack
3553,Gossip
3554,Love & Basketball
3555,U-571
3556,The Virgin Suicides
3557,Jennifer Eight
3559,Limelight
3560,Empire of Passion
3563,The Crow: Salvation
3564,The Flintstones in Viva Rock Vegas
3565,Where the Heart Is
3566,The Big Kahuna
3567,Bossa Nova
3568,Smiling Fish & Goat On Fire
3569,The Idiots
3571,Timecode
3572,Carnosaur
3573,Carnosaur 2
3574,Carnosaur 3: Primal Species
3575,Defying Gravity
3576,The Hidden
3577,Two Moon Junction
3578,Gladiator
3579,I Dreamed of Africa
3580,Up at the Villa
3581,Human Traffic
3584,Breathless
3587,Inferno
3588,The King of Marvin Gardens
3590,The Lords of Flatbush
3591,Mr. Mom
3593,Battlefield Earth
3594,Center Stage
3596,Screwed
3598,Hamlet
3599,Anchors Aweigh
3600,Blue Hawaii
3602,G.I. Blues
3604,Gypsy
3605,King Creole
3606,On the Town
3608,Pee-wee's Big Adventure
3609,Regret to Inform
3611,Saludos Amigos
3612,The Slipper and the Rose
3613,Things Change
3614,Honeymoon in Vegas
3615,Dinosaur
3616,Loser
3617,Road Trip
3618,Small Time Crooks
3619,The Hollywood Knights
3620,The Myth Of Fingerprints
3621,Possession
3622,The Twelve Chairs
3623,Mission: Impossible II
3624,Shanghai Noon
3626,8 ½ Women
3627,Carnival of Souls
3628,Flying Tigers
3629,The Gold Rush
3632,Monsieur Verdoux
3633,On Her Majesty's Secret Service
3634,Seven Days in May
3635,The Spy Who Loved Me
3637,Vagabond
3638,Moonraker
3639,The Man with the Golden Gun
3640,A King in New York
3643,The Fighting Seabees
3646,Big Momma's House
3649,American Gigolo
3653,The Endless Summer
3654,The Guns of Navarone
3655,La Grande Bouffe
3656,Lured
3657,Pandora and the Flying Dutchman
3658,Quatermass and the Pit
3659,Quatermass II
3660,Puppet Master
3661,Puppet Master II
3662,Puppet Master III Toulon's Revenge
3663,Puppet Master 4
3664,Puppet Master 5: The Final Chapter
3665,Curse of the Puppet Master
3668,Romeo and Juliet
3669,Stay Tuned
3671,Blazing Saddles
3672,Benji
3673,Benji the Hunted
3674,For the Love of Benji
3675,White Christmas
3676,Eraserhead
3677,Baraka
3678,The Man with the Golden Arm
3679,The Decline of Western Civilization
3680,The Decline of Western Civilization Part II: The Metal Years
3681,For a Few Dollars More
3682,Magnum Force
3683,Blood Simple
3684,The Fabulous Baker Boys
3685,Prizzi's Honor
3686,Flatliners
3687,Gandahar
3688,Porky's
3689,Porky's II: The Next Day
3690,Porky's 3: Revenge
3691,Private School
3692,Class of Nuke 'Em High
3693,The Toxic Avenger
3694,The Toxic Avenger Part II
3695,The Toxic Avenger Part III: The Last Temptation of Toxie
3696,Night of the Creeps
3697,Predator 2
3698,The Running Man
3699,Starman
3700,The Brother from Another Planet
3701,Alien Nation
3702,Mad Max
3703,Mad Max 2: The Road Warrior
3704,Mad Max Beyond Thunderdome
3705,Bird on a Wire
3706,Angel Heart
3707,Nine 1/2 Weeks
3708,Firestarter
3709,Sleepwalkers
3710,Action Jackson
3712,Soapdish
3713,The Long Walk Home
3714,Clara's Heart
3715,Burglar
3716,Fatal Beauty
3717,Gone in Sixty Seconds
3718,American Pimp
3719,Love's Labour's Lost
3720,Sunshine
3721,Trixie
3723,Hamlet
3724,Coming Home
3725,American Pop
3726,Assault on Precinct 13
3727,Near Dark
3728,One False Move
3729,Shaft
3730,The Conversation
3731,Cutter's Way
3732,The Fury
3733,The Paper Chase
3734,Prince of the City
3735,Serpico
3736,Ace in the Hole
3737,Lonely Are the Brave
3738,The Sugarland Express
3739,Trouble in Paradise
3740,Big Trouble in Little China
3741,Badlands
3742,Battleship Potemkin
3743,Boys and Girls
3744,Shaft
3745,Titan A.E.
3746,Butterfly
3747,Jesus' Son
3751,Chicken Run
3752,"Me, Myself & Irene"
3753,The Patriot
3754,The Adventures of Rocky & Bullwinkle
3755,The Perfect Storm
3757,Asylum
3758,Communion
3759,Fun & Fancy Free
3760,The Kentucky Fried Movie
3761,Bound by Honor
3763,F/X
3764,F/X2
3765,The Hot Spot
3766,Missing in Action
3768,Braddock: Missing in Action III
3769,Thunderbolt and Lightfoot
3770,Dreamscape
3771,The Golden Voyage of Sinbad
3773,House Party
3774,House Party 2
3775,Make Mine Music
3777,Nekromantik
3780,Rocketship X-M
3783,Croupier
3784,The Kid
3785,Scary Movie
3786,But I'm a Cheerleader
3787,Shower
3788,Blow-Up
3789,The Pawnbroker
3790,Groove
3791,Footloose
3792,Duel in the Sun
3793,X-Men
3794,Chuck & Buck
3795,The Five Senses
3798,What Lies Beneath
3799,Pokémon: The Movie 2000
3800,Criminal Lovers
3801,Anatomy of a Murder
3802,Freejack
3804,H.O.T.S.
3805,Knightriders
3806,Mackenna's Gold
3807,Sinbad and the Eye of the Tiger
3809,What About Bob?
3810,White Sands
3811,Breaker Morant
3812,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask
3813,Interiors
3814,Love and Death
3816,The Official Story
3819,Tampopo
3820,Thomas and the Magic Railroad
3821,Nutty Professor II: The Klumps
3822,The Girl on the Bridge
3823,Wonderland
3824,Autumn in New York
3825,Coyote Ugly
3826,Hollow Man
3827,Space Cowboys
3829,Mad About Mambo
3831,Saving Grace
3832,Black Sabbath
3833,The Brain That Wouldn't Die
3834,Bronco Billy
3835,The Crush
3836,Kelly's Heroes
3837,Phantasm II
3838,Phantasm III: Lord of the Dead
3839,Phantasm IV: Oblivion
3840,Pumpkinhead
3841,Air America
3843,Sleepaway Camp
3844,Steel Magnolias
3845,...And God Created Woman
3846,Easy Money
3847,Ilsa: She Wolf of the SS
3848,Silent Fall
3849,The Spiral Staircase
3851,Margaret Cho: I'm the One That I Want
3852,The Tao of Steve
3854,Aimee & Jaguar
3855,An Affair of Love
3857,Bless the Child
3858,Cecil B. Demented
3859,The Eyes of Tammy Faye
3860,The Opportunists
3861,The Replacements
3863,The Cell
3864,Godzilla 2000
3865,The Original Kings of Comedy
3868,The Naked Gun: From the Files of Police Squad!
3869,The Naked Gun 2½: The Smell of Fear
3870,Our Town
3871,Shane
3872,"Suddenly, Last Summer"
3873,Cat Ballou
3875,The Devil Rides Out
3877,Supergirl
3879,The Art of War
3880,The Ballad of Ramblin' Jack
3882,Bring It On
3883,Catfish in Black Bean Sauce
3885,Love & Sex
3886,Steal This Movie
3889,Highlander: Endgame
3890,Backstage
3891,Turn It Up
3892,Anatomy
3893,Nurse Betty
3895,The Watcher
3896,The Way of the Gun
3897,Almost Famous
3900,Crime + Punishment in Suburbia
3901,Duets
3902,Goya in Bordeaux
3903,Urbania
3905,The Specials
3906,Under Suspicion
3908,Urban Legends: Final Cut
3909,Woman on Top
3910,Dancer in the Dark
3911,Best in Show
3913,Barenaked in America
3914,The Broken Hearts Club: A Romantic Comedy
3915,Girlfight
3916,Remember the Titans
3917,Hellraiser
3918,Hellbound: Hellraiser II
3919,Hellraiser III: Hell on Earth
3920,"Faraway, So Close!"
3921,Beach Party
3922,Bikini Beach
3923,Return of the Fly
3924,Pajama Party
3925,Stranger Than Paradise
3926,Voyage to the Bottom of the Sea
3927,Fantastic Voyage
3928,Abbott and Costello Meet Frankenstein
3929,The Bank Dick
3930,Creature from the Black Lagoon
3932,The Invisible Man
3933,The Killer Shrews
3934,Kronos
3936,Phantom of the Opera
3937,Runaway
3938,The Slumber Party Massacre
3939,Slumber Party Massacre II
3940,Slumber Party Massacre III
3941,Sorority House Massacre
3942,Sorority House Massacre II
3943,Bamboozled
3945,Digimon: The Movie
3946,Get Carter
3947,Get Carter
3948,Meet the Parents
3949,Requiem for a Dream
3950,Tigerland
3951,Two Family House
3952,The Contender
3953,Dr. T and the Women
3955,The Ladies Man
3956,Lost Souls
3957,Billy Jack
3959,The Time Machine
3960,Haunted
3961,Ghoulies
3962,Ghoulies II
3963,The Unsinkable Molly Brown
3964,The Adventures of Ichabod and Mr. Toad
3965,The Strange Love of Martha Ivers
3966,Detour
3967,Billy Elliot
3968,Bedazzled
3969,Pay It Forward
3970,The Beyond
3971,The Private Eyes
3972,The Legend of Drunken Master
3973,Book of Shadows: Blair Witch 2
3975,Lucky Numbers
3976,Stardom
3977,Charlie's Angels
3978,The Legend of Bagger Vance
3979,Little Nicky
3980,Men of Honor
3981,Red Planet
3983,You Can Count on Me
3984,Diamonds Are Forever
3985,The Eagle Has Landed
3986,The 6th Day
3987,Bounce
3988,How the Grinch Stole Christmas
3989,One Day in September
3990,Rugrats in Paris: The Movie
3991,102 Dalmatians
3992,Malena
3993,Quills
3994,Unbreakable
3996,"Crouching Tiger, Hidden Dragon"
3997,Dungeons & Dragons
3998,Proof of Life
3999,Vertical Limit
4000,The Bounty
4001,Code of Silence
4002,"Planes, Trains and Automobiles"
4003,She's Having a Baby
4005,The Living Daylights
4006,The Transformers: The Movie
4007,Wall Street
4008,Born on the Fourth of July
4009,Talk Radio
4010,Brewster's Millions
4011,Snatch
4012,Punchline
4014,Chocolat
4015,"Dude, Where’s My Car?"
4016,The Emperor's New Groove
4017,Pollock
4018,What Women Want
4019,Finding Forrester
4020,The Gift
4021,Before Night Falls
4022,Cast Away
4023,The Family Man
4024,The House of Mirth
4025,Miss Congeniality
4026,Nowhere to Hide
4027,"O Brother, Where Art Thou?"
4029,State and Main
4030,Dracula 2000
4031,All the Pretty Horses
4033,Thirteen Days
4034,Traffic
4035,The Claim
4036,Shadow of the Vampire
4037,House of Games
4039,Annie
4040,Don't Tell Mom the Babysitter's Dead
4041,An Officer and a Gentleman
4042,The Alamo
4043,At Close Range
4045,Breakheart Pass
4046,Friendly Persuasion
4047,Gettysburg
4048,Imaginary Crimes
4052,Antitrust
4053,Double Take
4054,Save the Last Dance
4055,Panic
4056,The Pledge
4060,Love Field
4061,The Man in the Moon
4062,Mystic Pizza
4063,Prelude to a Kiss
4066,I'm Gonna Git You Sucka
4067,Untamed Heart
4068,Sugar & Spice
4069,The Wedding Planner
4073,The Invisible Circus
4076,Two Ninas
4077,"Harry, He's Here To Help"
4079,Amazon Women on the Moon
4080,Baby Boom
4081,Back to the Beach
4082,Barfly
4084,Beverly Hills Cop II
4085,Beverly Hills Cop
4086,The Big Easy
4088,The Big Town
4089,Born in East L.A.
4090,The Brave Little Toaster
4091,Can't Buy Me Love
4092,Cherry 2000
4095,Cry Freedom
4098,The Dead
4101,Dogs in Space
4102,Eddie Murphy Raw
4103,Empire of the Sun
4104,Ernest Goes to Camp
4105,The Evil Dead
4106,Extreme Prejudice
4108,Five Corners
4109,Flowers in the Attic
4111,Gardens of Stone
4114,"Good Morning, Babylon"
4115,Hiding Out
4116,Hollywood Shuffle
4117,Hope and Glory
4121,Innerspace
4122,Ironweed
4123,Ishtar
4124,Jaws: The Revenge
4126,Less Than Zero
4128,The Lost Boys
4130,Maid to Order
4131,Making Mr. Right
4132,Mannequin
4133,Masters of the Universe
4135,The Monster Squad
4136,A Month in the Country
4139,No Man's Land
4140,North Shore
4141,Head Over Heels
4142,Left Behind
4143,Valentine
4144,In the Mood for Love
4146,The Million Dollar Hotel
4148,Hannibal
4149,Saving Silverman
4151,The Taste of Others
4153,Down to Earth
4155,Sweet November
4156,Company Man
4158,Monkeybone
4159,3000 Miles to Graceland
4161,The Mexican
4162,See Spot Run
4166,Series 7: The Contenders
4167,15 Minutes
4168,Get Over It
4169,Blow Dry
4171,Long Night's Journey Into Day
4173,When Brendan Met Trudy
4174,Avalon
4175,Gray's Anatomy
4177,The Mirror Crack'd
4178,Of Mice and Men
4179,Pixote
4180,Reform School Girls
4181,Tapeheads
4183,The Unbelievable Truth
4184,The Bishop's Wife
4185,Elvis That's the Way It Is
4186,The Fortune Cookie
4187,Lilies of the Field
4188,Hans Christian Andersen
4189,The Greatest Story Ever Told
4190,Elmer Gantry
4191,Alfie
4194,I Know Where I'm Going!
4195,The Abominable Dr. Phibes
4197,Real Life
4198,Battle Beyond the Stars
4200,Double Impact
4201,The End
4203,Harley Davidson and the Marlboro Man
4205,Mermaids
4208,Unmade Beds
4210,Manhunter
4211,Reversal of Fortune
4212,Death on the Nile
4213,DeepStar Six
